Visit_ID,Tourist_Origin,Destination _City,Destination_Type,Visitor_Type,Season,Visit_Date,Visitors_Count,Average_Rating,Revenue_USD,Average_Spending
VIS6234,Singapore,Paris,Adventure,Domestic,Winter,2/23/2022,1328,2.93,87578.15,65.94740211
VIS6235,Thailand,Singapore,City Tourism,International,Monsoon,10/24/2023,1979,2.95,270504.12,136.6872764
VIS6236,France,Kuala Lumpur,City Tourism,Domestic,Winter,10/28/2023,1464,4.68,273885.3,187.080123
VIS6237,Thailand,Rome,Beach,Domestic,Winter,11/11/2021,4590,4.46,161896.06,35.27147277
VIS6238,Dubai,Rome,Adventure,Domestic,Summer,6/24/2021,3628,2.77,542630.09,149.5672795
VIS6239,France,Alappuzha,Heritage,Domestic,Summer,4/1/2022,152,2.72,16888.47,111.1083553
VIS6240,France,Kochi,Adventure,Domestic,Monsoon,8/8/2021,1526,3.9,422693.27,276.9942792
VIS6241,Dubai,Munnar,Hill Station,International,Monsoon,5/6/2021,636,4.21,124849.03,196.3035063
VIS6242,Thailand,Kochi,Beach,Domestic,Summer,5/1/2023,2878,2.95,818453.06,284.3825782
VIS6243,India,Singapore,Wildlife,Domestic,Winter,4/7/2021,2860,2.79,620863.47,217.0851294
VIS6244,Malaysia,Munnar,Beach,Domestic,Summer,10/31/2023,240,2.77,39115.57,162.9815417
VIS6245,Thailand,Munnar,Hill Station,International,Summer,11/27/2021,2824,3.49,103604.85,36.68726983
VIS6246,Indonesia,Dubai,Wildlife,Domestic,Summer,3/27/2021,1608,4.01,287047.53,178.5121455
VIS6247,Thailand,Singapore,Beach,Domestic,Summer,5/8/2022,4047,3.14,1113431.59,275.1251767
VIS6248,Thailand,Bali,Heritage,International,Winter,1/7/2024,4119,3.07,997502.39,242.17101
VIS6249,Malaysia,Singapore,Beach,Domestic,Summer,8/29/2022,4429,3.54,984929.07,222.3818176
VIS6250,Indonesia,Singapore,Wildlife,Domestic,Summer,1/14/2022,2477,2.98,690137.06,278.6181106
VIS6251,Thailand,Bali,Wildlife,Domestic,Summer,9/23/2022,3913,4.12,448143.04,114.5267161
VIS6252,Malaysia,Kuala Lumpur,Heritage,Domestic,Winter,7/8/2022,297,3.69,87898.7,295.9552189
VIS6253,Indonesia,Rome,Adventure,International,Summer,8/23/2023,201,3.65,28924.38,143.9023881
VIS6254,India,Paris,Hill Station,Domestic,Winter,4/30/2021,3204,4.26,156854.16,48.95573034
VIS6255,Dubai,Kuala Lumpur,Beach,International,Monsoon,12/16/2022,1927,2.55,341686.53,177.3152724
VIS6256,Thailand,Bangkok,Wildlife,Domestic,Winter,8/15/2023,4608,3.15,587783.91,127.5572721
VIS6257,Indonesia,Paris,Wildlife,Domestic,Summer,8/14/2023,2690,4.41,290813.7,108.1091822
VIS6258,Dubai,Bangkok,Adventure,Domestic,Summer,6/21/2022,2309,3.36,311716.52,135.0006583
VIS6259,France,Kuala Lumpur,Hill Station,Domestic,Summer,4/13/2024,4288,4.11,214876.23,50.1110611
VIS6260,Dubai,Singapore,City Tourism,Domestic,Summer,6/12/2021,2622,3.63,724923.94,276.4774752
VIS6261,Singapore,Munnar,Adventure,Domestic,Winter,1/25/2022,3037,3.11,514314.45,169.3495061
VIS6262,Indonesia,Singapore,Adventure,Domestic,Monsoon,10/6/2023,4118,2.64,595325.43,144.5666416
VIS6263,Malaysia,Kuala Lumpur,Heritage,Domestic,Winter,7/13/2023,,3.54,230298.91,0
VIS6264,Italy,Bangkok,City Tourism,International,Monsoon,1/18/2022,2722,4.79,74218.83,27.26628582
VIS6265,India,Alappuzha,Heritage,International,Monsoon,1/4/2021,3420,4.42,563383.78,164.7320994
VIS6266,Italy,Kochi,Adventure,Domestic,Summer,7/22/2023,1628,2.93,242276.52,148.8185012
VIS6267,Thailand,Bali,Adventure,Domestic,Winter,7/4/2022,998,3.6,134617.26,134.8870341
VIS6268,India,Rome,Hill Station,Domestic,Winter,4/15/2022,273,3.32,48894.41,179.1004029
VIS6269,India,Paris,Wildlife,International,Monsoon,12/16/2023,3512,3.01,347763.32,99.02144647
VIS6270,Italy,Paris,Adventure,Domestic,Summer,5/24/2022,3694,3.05,1077418.29,291.6671061
VIS6271,India,Kochi,Adventure,International,Monsoon,8/28/2023,821,2.87,90779.64,110.5720341
VIS6272,Thailand,Alappuzha,Beach,Domestic,Monsoon,1/7/2024,1195,4.78,300455.12,251.4268787
VIS6273,Dubai,Kochi,Adventure,International,Monsoon,10/21/2021,3323,4.53,937773.72,282.2069576
VIS6274,Singapore,Singapore,Adventure,Domestic,Summer,10/4/2022,3798,4.62,186535.56,49.11415482
VIS6275,Indonesia,Singapore,Heritage,Domestic,Monsoon,8/13/2023,2014,2.77,279277.28,138.6679643
VIS6276,Indonesia,Kuala Lumpur,Hill Station,Domestic,Winter,1/17/2021,4579,4.77,192129.16,41.95875955
VIS6277,Singapore,Bangkok,City Tourism,Domestic,Summer,5/1/2021,4851,4.94,1032466.98,212.835906
VIS6278,France,Bali,Adventure,Domestic,Summer,6/25/2021,4317,2.69,1032273.81,239.1183252
VIS6279,Indonesia,Rome,Wildlife,International,Monsoon,12/29/2022,2805,4.18,597171.2,212.8952585
VIS6280,Singapore,Paris,Beach,Domestic,Summer,1/2/2024,1317,3.02,334622.4,254.0792711
VIS6281,Malaysia,Rome,Wildlife,Domestic,Winter,5/6/2021,1509,3.72,404723.28,268.2062823
VIS6282,France,Rome,Adventure,Domestic,Winter,6/14/2023,3105,3.85,694818.64,223.7741192
VIS6283,India,Bali,City Tourism,Domestic,Monsoon,12/1/2023,1663,4.72,108470.45,65.22576669
VIS6284,Thailand,Alappuzha,Adventure,Domestic,Monsoon,4/23/2022,3654,2.83,76498.67,20.93559661
VIS6285,France,Paris,Wildlife,International,Summer,3/17/2024,3655,2.74,490115.61,134.0945581
VIS6286,Singapore,Alappuzha,Heritage,International,Winter,7/28/2021,192,3.29,42205.21,219.8188021
VIS6287,Dubai,Bangkok,Heritage,Domestic,Winter,10/6/2023,880,2.52,151884.96,172.5965455
VIS6288,Singapore,Rome,Adventure,International,Monsoon,12/22/2023,2139,4.09,287858.62,134.5762599
VIS6289,France,Bali,Heritage,International,Winter,4/1/2024,697,3.74,139727.75,200.4702296
VIS6290,Dubai,Paris,Wildlife,International,Summer,5/31/2021,1317,3.3,329981.03,250.5550721
VIS6291,France,Munnar,City Tourism,Domestic,Winter,8/30/2023,1125,4.79,60680.34,53.93808
VIS6292,Dubai,Singapore,Adventure,International,Summer,4/8/2021,1392,2.54,334775.26,240.4994684
VIS6293,Malaysia,Kochi,City Tourism,Domestic,Winter,6/22/2021,638,4.64,51231.74,80.30053292
VIS6294,Dubai,Bali,Wildlife,Domestic,Summer,8/12/2022,4993,3.73,502522.79,100.6454616
VIS6295,Thailand,Singapore,Heritage,International,Summer,12/13/2021,2384,3.85,269129.52,112.8898993
VIS6296,Singapore,Kochi,Heritage,Domestic,Monsoon,9/2/2023,1298,3.7,386224.07,297.5532126
VIS6297,Italy,Paris,Heritage,Domestic,Monsoon,8/15/2021,3991,3.45,180562.51,45.24242295
VIS6298,India,Paris,Hill Station,International,Summer,12/22/2021,2238,3.18,353712.17,158.0483333
VIS6299,India,Bali,Hill Station,Domestic,Summer,8/20/2023,955,3.45,63280.44,66.26224084
VIS6300,France,Singapore,City Tourism,International,Monsoon,2/23/2024,1494,4.92,142810.14,95.58911647
VIS6301,France,Singapore,Beach,International,Monsoon,2/10/2022,1051,2.63,297713.82,283.2671931
VIS6302,Thailand,Singapore,City Tourism,International,Monsoon,10/26/2023,4347,3.24,452846.16,104.1744099
VIS6303,India,Dubai,City Tourism,International,Summer,8/25/2021,556,3.56,146154.01,262.8669245
VIS6304,Italy,Bali,Hill Station,Domestic,Winter,5/16/2023,4941,3.75,395908.33,80.12716657
VIS6305,Malaysia,Kochi,Wildlife,Domestic,Winter,1/10/2021,3608,3.27,241944.62,67.05782151
VIS6306,Malaysia,Singapore,Beach,Domestic,Summer,12/5/2022,2319,3.27,299450.02,129.1289435
VIS6307,Malaysia,Kochi,Heritage,Domestic,Summer,1/17/2021,601,2.73,88468.45,147.2020799
VIS6308,Malaysia,Dubai,Hill Station,International,Monsoon,8/25/2023,3987,3.1,106420.64,26.6919087
VIS6309,Dubai,Dubai,Wildlife,Domestic,Monsoon,4/15/2024,1389,4.9,258877.78,186.3770914
VIS6310,Indonesia,Paris,Hill Station,Domestic,Summer,7/24/2022,380,4.08,13489.43,35.4985
VIS6311,Indonesia,Bangkok,Beach,Domestic,Summer,3/11/2022,1379,3.98,397916.23,288.5541914
VIS6312,Indonesia,Alappuzha,Hill Station,Domestic,Summer,7/15/2022,1202,3.75,120204.02,100.0033444
VIS6313,France,Alappuzha,City Tourism,International,Winter,5/22/2022,2016,4.18,164103.83,81.40070933
VIS6314,Indonesia,Rome,Adventure,Domestic,Summer,1/5/2022,1125,4.83,69734.14,61.98590222
VIS6315,Italy,Munnar,Adventure,Domestic,Winter,12/17/2023,1764,4.5,186026.62,105.4572676
VIS6316,Dubai,Paris,City Tourism,Domestic,Summer,6/21/2021,4233,4,975427.09,230.4339924
VIS6317,Indonesia,Rome,Hill Station,Domestic,Monsoon,4/9/2022,2928,2.58,723087.41,246.9560827
VIS6318,Italy,Singapore,Wildlife,Domestic,Winter,3/28/2022,4832,4.03,759693.41,157.2213183
VIS6319,Malaysia,Munnar,Heritage,International,Summer,4/15/2023,3636,3.28,519481.41,142.8716749
VIS6320,Indonesia,Dubai,Adventure,Domestic,Summer,7/14/2022,2516,3.08,149574.92,59.44949126
VIS6321,Indonesia,Rome,Heritage,International,Monsoon,6/4/2022,4376,3.05,348747.74,79.69555302
VIS6322,France,Munnar,Beach,International,Summer,1/14/2024,2797,4.79,128281.46,45.86394709
VIS6323,Singapore,Bali,Heritage,International,Winter,6/1/2022,2847,4.67,804696.19,282.6470636
VIS6324,Thailand,Kuala Lumpur,Hill Station,Domestic,Winter,7/11/2021,2972,4.43,577109.15,194.1820828
VIS6325,France,Rome,Wildlife,International,Winter,2/1/2023,2768,4.33,68623.45,24.79170882
VIS6326,France,Bali,Hill Station,Domestic,Winter,6/18/2022,691,2.82,28919.31,41.85138929
VIS6327,Indonesia,Dubai,Wildlife,Domestic,Winter,3/7/2021,690,2.6,202407.22,293.3437971
VIS6328,Singapore,Bangkok,Hill Station,Domestic,Summer,3/24/2023,4425,3.53,576501.46,130.2828158
VIS6329,Singapore,Dubai,Wildlife,International,Summer,8/5/2022,4465,2.75,1291601.15,289.272374
VIS6330,Thailand,Munnar,Beach,Domestic,Monsoon,12/13/2021,4673,4.12,1089478.11,233.1431864
VIS6331,France,Alappuzha,Adventure,International,Winter,12/14/2023,1566,4.02,171559.73,109.5528289
VIS6332,Dubai,Kochi,City Tourism,Domestic,Winter,10/23/2023,3256,4.62,239358.11,73.51293305
VIS6333,France,Singapore,City Tourism,International,Monsoon,10/24/2022,1625,3.9,124210.49,76.43722462
VIS6334,Thailand,Munnar,Heritage,Domestic,Monsoon,2/18/2023,2542,4.44,680064.71,267.5313572
VIS6335,Dubai,Dubai,Wildlife,International,Summer,6/1/2022,3392,3.9,824786.44,243.1563797
VIS6336,India,Kochi,Heritage,International,Winter,6/5/2023,4799,2.6,121236.99,25.26296937
VIS6337,Italy,Dubai,Wildlife,Domestic,Winter,1/27/2021,4337,3.65,698730.35,161.1091423
VIS6338,France,Kuala Lumpur,Wildlife,Domestic,Winter,8/30/2021,185,2.52,53788.4,290.7481081
VIS6339,Dubai,Dubai,City Tourism,International,Winter,7/12/2022,1331,2.55,214032.99,160.8061533
VIS6340,France,Kuala Lumpur,Hill Station,Domestic,Winter,10/5/2023,1224,2.74,280182.99,228.9076716
VIS6341,India,Bangkok,Beach,International,Monsoon,7/19/2021,2974,2.57,689892.59,231.9746436
VIS6342,Indonesia,Bangkok,Adventure,Domestic,Winter,11/13/2021,285,4.89,52113.05,182.852807
VIS6343,Italy,Alappuzha,Hill Station,Domestic,Summer,11/16/2022,1657,2.91,68736.1,41.48225709
VIS6344,Indonesia,Alappuzha,City Tourism,International,Winter,6/12/2021,2127,2.88,571805.94,268.8321298
VIS6345,Indonesia,Rome,Beach,International,Summer,4/13/2022,1053,3.79,308804.52,293.2616524
VIS6346,Italy,Singapore,Hill Station,International,Winter,6/20/2021,4069,2.7,1145474.11,281.5124379
VIS6347,Singapore,Dubai,City Tourism,Domestic,Summer,11/16/2023,3896,4.6,1110011.49,284.9105467
VIS6348,Italy,Kuala Lumpur,Hill Station,International,Winter,10/10/2022,3950,2.58,490634.35,124.2112278
VIS6349,Thailand,Kochi,Hill Station,International,Summer,3/10/2022,4215,4.97,809666.73,192.0917509
VIS6350,Malaysia,Kuala Lumpur,Adventure,Domestic,Winter,3/4/2022,1911,4.14,400777.58,209.7213919
VIS6351,Dubai,Alappuzha,Adventure,International,Winter,4/12/2022,2399,3.19,658286.84,274.4005169
VIS6352,Malaysia,Bangkok,Adventure,International,Summer,10/17/2021,,4.41,428485.22,0
VIS6353,Thailand,Bali,Heritage,Domestic,Summer,8/10/2021,1249,3.28,149887.07,120.0056605
VIS6354,France,Singapore,Beach,Domestic,Monsoon,1/4/2024,4203,3.15,1180797.68,280.9416322
VIS6355,Dubai,Bangkok,City Tourism,International,Summer,6/4/2023,4245,4.07,97261.72,22.91206596
VIS6356,Singapore,Bangkok,Beach,Domestic,Summer,7/30/2021,3658,4.21,920094.86,251.5294861
VIS6357,Indonesia,Bangkok,Adventure,International,Summer,2/4/2024,2680,3.42,643029.66,239.9364403
VIS6358,Dubai,Bali,Adventure,International,Summer,3/24/2021,1508,4.98,262450.06,174.0385013
VIS6359,Italy,Rome,Adventure,International,Winter,1/21/2024,1511,4.17,170704.25,112.9743547
VIS6360,France,Bali,City Tourism,International,Monsoon,12/17/2021,344,4.66,11485.81,33.38898256
VIS6361,Dubai,Paris,Hill Station,Domestic,Summer,12/6/2023,643,4.89,55085.15,85.66897356
VIS6362,Indonesia,Kochi,Heritage,International,Winter,10/4/2022,1307,3.93,50476.99,38.62049732
VIS6363,India,Alappuzha,City Tourism,Domestic,Winter,1/31/2022,367,2.62,90274.39,245.9792643
VIS6364,India,Kochi,City Tourism,Domestic,Winter,9/22/2023,3808,4.7,678109.2,178.074895
VIS6365,Italy,Kochi,Wildlife,International,Summer,1/5/2022,2026,3.57,325645.07,160.7330059
VIS6366,Thailand,Kochi,Adventure,Domestic,Winter,11/27/2021,3987,3.19,216765.78,54.36814146
VIS6367,Indonesia,Bangkok,Heritage,International,Winter,1/18/2024,451,4.91,63559.14,140.929357
VIS6368,Malaysia,Munnar,Hill Station,International,Summer,5/14/2023,2652,3.69,99676.44,37.58538462
VIS6369,Dubai,Munnar,Heritage,Domestic,Summer,2/8/2022,3962,3.6,120533.47,30.42238011
VIS6370,India,Kochi,Wildlife,International,Summer,12/19/2023,4046,4.09,984548.88,243.3388235
VIS6371,Singapore,Dubai,City Tourism,Domestic,Monsoon,2/25/2022,2799,2.99,546193.04,195.1386352
VIS6372,France,Dubai,Adventure,Domestic,Summer,10/26/2022,2443,4.94,695867.9,284.8415473
VIS6373,India,Bali,Beach,International,Winter,4/25/2021,1070,3.55,212531.4,198.6274766
VIS6374,Singapore,Singapore,City Tourism,International,Summer,1/5/2024,365,2.54,32025.92,87.74224658
VIS6375,Malaysia,Rome,Wildlife,Domestic,Monsoon,2/27/2023,3545,3.93,92544.61,26.10567278
VIS6376,Thailand,Bangkok,Beach,International,Monsoon,1/21/2022,2252,3.6,214214.71,95.1219849
VIS6377,Dubai,Alappuzha,Heritage,International,Summer,2/24/2024,1256,4.45,171597.67,136.6223487
VIS6378,India,Kuala Lumpur,City Tourism,Domestic,Summer,6/19/2022,2834,3.08,847994.95,299.2219301
VIS6379,Singapore,Munnar,Adventure,Domestic,Winter,1/28/2021,4778,2.99,958688.05,200.646306
VIS6380,Dubai,Kuala Lumpur,Beach,International,Monsoon,2/13/2023,1654,4.4,168071.53,101.6151935
VIS6381,Malaysia,Kuala Lumpur,Beach,International,Summer,6/12/2022,2282,4.78,216160.39,94.72409728
VIS6382,Singapore,Kuala Lumpur,Beach,International,Monsoon,11/4/2022,1305,3.25,258317.84,197.944705
VIS6383,Italy,Singapore,Beach,International,Monsoon,2/7/2021,3997,4.23,853299.98,213.4851088
VIS6384,Thailand,Alappuzha,Heritage,International,Winter,5/18/2023,144,4.04,29862.6,207.3791667
VIS6385,Indonesia,Munnar,Heritage,International,Winter,12/6/2021,1221,4.02,115203.68,94.35190827
VIS6386,India,Kochi,Hill Station,Domestic,Monsoon,11/6/2022,279,3.61,82115.39,294.3203943
VIS6387,Indonesia,Kochi,City Tourism,International,Monsoon,5/14/2023,2495,2.71,606199.22,242.9656192
VIS6388,Italy,Bangkok,Adventure,Domestic,Summer,11/30/2022,3273,2.66,129009.87,39.4163978
VIS6389,Dubai,Kuala Lumpur,City Tourism,Domestic,Winter,2/1/2023,554,4.51,76537.78,138.1548375
VIS6390,Italy,Bali,Heritage,International,Monsoon,7/17/2022,1476,2.81,409015.41,277.1107114
VIS6391,Italy,Kuala Lumpur,Beach,International,Summer,5/15/2023,4331,3.34,175958.84,40.62776264
VIS6392,Dubai,Bali,Hill Station,Domestic,Summer,2/1/2024,329,2.83,81995.29,249.2258055
VIS6393,Malaysia,Kuala Lumpur,Wildlife,International,Winter,1/5/2022,343,3.48,100787.77,293.841895
VIS6394,France,Munnar,Hill Station,International,Monsoon,12/11/2021,3082,3.78,605450.39,196.4472388
VIS6395,Dubai,Munnar,Wildlife,Domestic,Monsoon,11/13/2023,1321,2.92,257180.9,194.6865254
VIS6396,Italy,Alappuzha,Hill Station,Domestic,Winter,3/23/2022,1006,3.71,288165.33,286.4466501
VIS6397,India,Paris,Wildlife,Domestic,Winter,4/6/2024,3713,2.93,729140.4,196.3750067
VIS6398,France,Singapore,Heritage,International,Winter,2/15/2023,301,3.79,32495.87,107.959701
VIS6399,France,Kuala Lumpur,Adventure,International,Winter,12/12/2022,637,3.93,178489.99,280.2040659
VIS6400,Indonesia,Bangkok,Heritage,Domestic,Summer,6/14/2021,2162,3.96,626159.04,289.6202775
VIS6401,Indonesia,Kochi,Adventure,Domestic,Winter,4/17/2021,840,3.18,142197.28,169.2824762
VIS6402,India,Munnar,Adventure,Domestic,Summer,6/13/2021,952,3.8,119640.85,125.6731618
VIS6403,India,Bali,Adventure,Domestic,Winter,3/22/2024,3808,4.05,1017687.69,267.2499186
VIS6404,Malaysia,Kochi,City Tourism,International,Summer,2/7/2021,3539,3.2,486177.27,137.3770189
VIS6405,Singapore,Bali,Beach,International,Winter,2/17/2021,421,3.61,102493.56,243.4526366
VIS6406,Italy,Dubai,City Tourism,Domestic,Monsoon,4/25/2022,4648,2.73,1302317.92,280.1888812
VIS6407,Thailand,Paris,City Tourism,Domestic,Monsoon,5/31/2021,4432,3.94,593909.68,134.0048917
VIS6408,India,Paris,City Tourism,International,Monsoon,3/6/2024,1988,3.17,68452.73,34.43296278
VIS6409,Thailand,Bangkok,Adventure,Domestic,Winter,2/4/2024,3845,4.37,508635.61,132.2849441
VIS6410,Dubai,Kochi,Adventure,Domestic,Summer,7/11/2021,176,3.5,45247.72,257.0893182
VIS6411,Malaysia,Rome,Adventure,Domestic,Monsoon,1/6/2023,3887,4.13,1047784.57,269.5612477
VIS6412,Thailand,Bali,Adventure,International,Monsoon,1/25/2024,3436,4.11,849933.41,247.3612951
VIS6413,Indonesia,Alappuzha,Heritage,Domestic,Summer,4/17/2022,3921,4.24,241602.85,61.61766131
VIS6414,Malaysia,Munnar,City Tourism,Domestic,Winter,9/5/2021,1291,2.77,304817.54,236.1096359
VIS6415,Italy,Kuala Lumpur,Adventure,Domestic,Winter,12/16/2023,1498,2.98,442563.04,295.4359413
VIS6416,Indonesia,Munnar,Beach,Domestic,Winter,10/31/2022,4268,4.29,116741.1,27.35264761
VIS6417,Malaysia,Singapore,Adventure,Domestic,Monsoon,4/3/2024,1890,3.31,308424.5,163.1875661
VIS6418,Thailand,Singapore,Adventure,International,Winter,7/19/2022,3212,4.31,556044.95,173.1148661
VIS6419,Indonesia,Dubai,Adventure,Domestic,Summer,4/7/2021,84,4.6,6160.05,73.33392857
VIS6420,Malaysia,Munnar,City Tourism,Domestic,Monsoon,9/7/2023,303,4.69,50018.23,165.0766667
VIS6421,Dubai,Bangkok,Beach,International,Monsoon,4/9/2022,1764,3.16,416051.36,235.85678
VIS6422,France,Munnar,Beach,Domestic,Winter,12/29/2022,2995,4.89,435777.47,145.5016594
VIS6423,Dubai,Bali,Heritage,International,Winter,6/28/2023,2548,2.66,656147.96,257.514898
VIS6424,Thailand,Bangkok,Heritage,Domestic,Monsoon,2/3/2023,2874,3.19,163243,56.79993041
VIS6425,Malaysia,Kuala Lumpur,City Tourism,International,Summer,5/31/2022,89,4.81,3417.49,38.39876404
VIS6426,Malaysia,Paris,Heritage,Domestic,Monsoon,12/18/2021,3652,4.66,893349.29,244.6191922
VIS6427,Dubai,Dubai,Beach,Domestic,Winter,11/2/2021,2257,3.95,63598.37,28.17827647
VIS6428,Malaysia,Kochi,Beach,Domestic,Winter,2/3/2022,3614,3.93,178714.15,49.4505119
VIS6429,India,Kochi,Wildlife,International,Winter,8/26/2021,2538,4.56,521851.9,205.6154058
VIS6430,France,Alappuzha,Heritage,International,Winter,6/17/2022,809,3.57,144684.25,178.8433251
VIS6431,Dubai,Paris,Wildlife,Domestic,Winter,7/14/2023,262,4.02,55343.9,211.2362595
VIS6432,Indonesia,Bali,Adventure,Domestic,Monsoon,9/4/2022,3755,4.79,751766.81,200.2042104
VIS6433,India,Bali,Hill Station,Domestic,Monsoon,6/23/2023,4980,2.94,390993.81,78.51281325
VIS6434,India,Kochi,Adventure,International,Summer,4/14/2024,1126,4.87,175040.04,155.4529663
VIS6435,Singapore,Dubai,City Tourism,International,Monsoon,9/9/2022,3006,2.74,616776.68,205.1818629
VIS6436,Dubai,Rome,Wildlife,International,Summer,6/24/2021,1772,4.88,216938.64,122.4258691
VIS6437,Thailand,Dubai,Hill Station,Domestic,Monsoon,8/19/2022,2568,3.01,770197.67,299.9212111
VIS6438,France,Alappuzha,Wildlife,Domestic,Monsoon,10/22/2023,1530,4.64,124543.43,81.40093464
VIS6439,Indonesia,Paris,Beach,International,Winter,8/23/2022,3173,4.82,670145.63,211.2025307
VIS6440,Indonesia,Munnar,Adventure,Domestic,Monsoon,4/4/2021,900,3.3,147466.51,163.8516778
VIS6441,Thailand,Munnar,Heritage,Domestic,Summer,11/24/2021,,4.09,589524.32,0
VIS6442,France,Alappuzha,Beach,International,Winter,2/23/2022,3496,4.6,150990.05,43.18937357
VIS6443,Dubai,Kuala Lumpur,Beach,International,Monsoon,11/30/2021,1408,4.5,104628.24,74.30982955
VIS6444,France,Bangkok,Adventure,Domestic,Monsoon,6/18/2021,1747,2.77,47826.21,27.37619347
VIS6445,Singapore,Singapore,Adventure,Domestic,Summer,6/20/2023,4841,2.74,1392724.33,287.6935199
VIS6446,Dubai,Bangkok,City Tourism,International,Monsoon,7/9/2022,535,3.04,75647.44,141.3970841
VIS6447,Dubai,Bali,Beach,Domestic,Winter,11/27/2021,919,4.05,275334.87,299.6026877
VIS6448,Singapore,Alappuzha,Adventure,Domestic,Winter,6/29/2023,165,4.58,31331.16,189.8858182
VIS6449,Italy,Alappuzha,Adventure,International,Monsoon,3/8/2024,1236,3.62,216500.54,175.1622492
VIS6450,Malaysia,Munnar,Hill Station,Domestic,Summer,7/27/2022,86,3.78,9523.03,110.732907
VIS6451,Thailand,Paris,Heritage,International,Summer,9/3/2023,2049,3.42,310575.22,151.5740459
VIS6452,Thailand,Alappuzha,City Tourism,International,Monsoon,9/15/2021,4045,4.96,709230.86,175.3351941
VIS6453,France,Bangkok,Wildlife,International,Summer,2/27/2024,638,2.7,118307.47,185.434906
VIS6454,India,Singapore,City Tourism,Domestic,Monsoon,10/1/2021,3211,3.7,124056.04,38.6347057
VIS6455,Malaysia,Dubai,Wildlife,Domestic,Summer,10/8/2022,3102,3.67,633838.65,204.3322534
VIS6456,Italy,Alappuzha,Adventure,International,Summer,11/18/2021,3463,3.16,800690.51,231.2129685
VIS6457,Dubai,Bali,City Tourism,International,Winter,9/30/2021,1665,3.64,191946.67,115.2832853
VIS6458,Indonesia,Bangkok,Adventure,International,Summer,4/12/2023,1171,3.27,275029.72,234.8673954
VIS6459,Singapore,Paris,Beach,Domestic,Winter,6/9/2023,240,3.48,47863.8,199.4325
VIS6460,Indonesia,Alappuzha,Wildlife,International,Summer,4/1/2021,1267,3.39,242779.95,191.6179558
VIS6461,India,Munnar,City Tourism,International,Monsoon,4/22/2023,62,2.65,11673.25,188.2782258
VIS6462,Malaysia,Kochi,Hill Station,International,Winter,5/29/2023,2784,2.93,730343.15,262.3359016
VIS6463,Malaysia,Paris,Hill Station,Domestic,Winter,4/10/2022,,2.9,429922.96,0
VIS6464,Dubai,Paris,Beach,International,Monsoon,2/22/2024,2255,4.53,612014.46,271.4033082
VIS6465,India,Alappuzha,Hill Station,Domestic,Summer,6/15/2022,2930,4.37,489580.27,167.0922423
VIS6466,India,Bangkok,Adventure,International,Winter,2/11/2023,2514,4.03,79488.2,31.61821798
VIS6467,Indonesia,Paris,Beach,International,Monsoon,9/26/2021,2360,4.97,526577.15,223.125911
VIS6468,Singapore,Paris,Heritage,International,Monsoon,2/4/2021,3727,2.96,420988.52,112.9564046
VIS6469,Singapore,Paris,Hill Station,International,Monsoon,9/15/2022,4555,4.42,1108559.32,243.3719693
VIS6470,Malaysia,Munnar,Wildlife,Domestic,Monsoon,4/1/2023,3006,2.63,304917.04,101.4361411
VIS6471,Malaysia,Bangkok,Adventure,Domestic,Summer,12/29/2021,1140,4.64,71249.76,62.49978947
VIS6472,Thailand,Paris,Wildlife,Domestic,Monsoon,7/19/2021,3807,3.4,915803.49,240.5577857
VIS6473,Singapore,Singapore,Hill Station,Domestic,Monsoon,2/18/2024,3139,4.55,153610.8,48.93622173
VIS6474,Malaysia,Bali,Heritage,Domestic,Winter,2/21/2023,4419,3.68,662904.99,150.012444
VIS6475,Italy,Paris,Adventure,Domestic,Monsoon,9/22/2023,106,2.66,22251.79,209.9225472
VIS6476,India,Kuala Lumpur,Adventure,Domestic,Monsoon,4/17/2021,2090,4.29,63307.29,30.29056938
VIS6477,Thailand,Paris,Hill Station,International,Winter,10/13/2022,2693,3.99,532197.64,197.6225919
VIS6478,Malaysia,Dubai,Heritage,Domestic,Monsoon,1/10/2022,533,2.8,33136.32,62.16945591
VIS6479,Dubai,Kochi,Adventure,International,Summer,5/19/2023,3405,4.4,452464.39,132.8823465
VIS6480,Malaysia,Paris,Beach,Domestic,Winter,1/8/2021,1257,2.57,206408.14,164.2069531
VIS6481,Singapore,Munnar,Heritage,International,Summer,1/5/2023,286,4.82,18108.82,63.31755245
VIS6482,Thailand,Kochi,Heritage,International,Winter,7/3/2023,756,3.52,151784.15,200.7726852
VIS6483,India,Singapore,Beach,International,Monsoon,6/4/2023,4163,2.57,1180407.7,283.5473697
VIS6484,Italy,Bangkok,Heritage,Domestic,Winter,8/12/2021,4121,3.9,1188554,288.4139772
VIS6485,Thailand,Paris,Heritage,International,Winter,8/5/2021,1055,2.94,70572.67,66.89352607
VIS6486,Malaysia,Singapore,City Tourism,International,Summer,10/13/2022,3021,4.64,287055.3,95.01996028
VIS6487,India,Rome,Adventure,Domestic,Monsoon,12/11/2022,4016,4.9,123082.98,30.64815239
VIS6488,Thailand,Munnar,Adventure,Domestic,Monsoon,10/27/2021,276,2.95,60434.57,218.9658333
VIS6489,Singapore,Munnar,Hill Station,International,Winter,5/20/2022,4641,4.76,1033634.38,222.7180306
VIS6490,Dubai,Munnar,Hill Station,Domestic,Monsoon,1/15/2021,1677,3.78,266290.38,158.7897317
